what,kind,bundleId,bundleVersion,description,time
error,log,,,"Could not read settings.xml, assuming default values",1318954850357
error,log,,,"Could not read settings.xml, assuming default values",1318954850358
error,log,,,"Could not read settings.xml, assuming default values",1318954850389
error,log,,,"Could not read settings.xml, assuming default values",1318954850495
error,log,,,"Could not read settings.xml, assuming default values",1318954850504
error,log,,,"Could not read settings.xml, assuming default values",1318954850946
error,log,,,"Could not read settings.xml, assuming default values",1318954850959
error,log,,,"Could not read settings.xml, assuming default values",1318954850979
error,log,,,"Could not read settings.xml, assuming default values",1318954851051
error,log,,,"Could not read settings.xml, assuming default values",1318954851097
error,log,,,"Could not read settings.xml, assuming default values",1318954851102
error,log,,,"Could not read settings.xml, assuming default values",1318954851106
error,log,,,"Could not read settings.xml, assuming default values",1318954851111
error,log,,,"Could not read settings.xml, assuming default values",1318954851142
error,log,,,"Could not read settings.xml, assuming default values",1318954851169
error,log,,,"Could not read settings.xml, assuming default values",1318954851239
error,log,,,"Could not read settings.xml, assuming default values",1318954851298
error,log,,,"Could not read settings.xml, assuming default values",1318954851300
error,log,,,"Could not read settings.xml, assuming default values",1318954851302
error,log,,,"Could not read settings.xml, assuming default values",1318954851302
error,log,,,"Could not read settings.xml, assuming default values",1318954851308
error,log,,,"Could not read settings.xml, assuming default values",1318954851310
error,log,,,"Could not read settings.xml, assuming default values",1318954851312
error,log,,,"Could not read settings.xml, assuming default values",1318954851313
error,log,,,"Could not read settings.xml, assuming default values",1318954851314
error,log,,,"Could not read settings.xml, assuming default values",1318954851328
error,log,,,"Could not read settings.xml, assuming default values",1318954851329
error,log,,,"Could not read settings.xml, assuming default values",1318954851331
error,log,,,"Could not read settings.xml, assuming default values",1318954851332
error,log,,,"Could not read settings.xml, assuming default values",1318954851333
error,log,,,"Could not read settings.xml, assuming default values",1318954851335
error,log,,,"Could not read settings.xml, assuming default values",1318954851336
error,log,,,"Could not read settings.xml, assuming default values",1318954851338
error,log,,,"Could not read settings.xml, assuming default values",1318954851339
error,log,,,"Could not read settings.xml, assuming default values",1318954851341
error,log,,,"Could not read settings.xml, assuming default values",1318954851342
error,log,,,"Could not read settings.xml, assuming default values",1318954851344
error,log,,,"Could not read settings.xml, assuming default values",1318954851345
error,log,,,"Could not read settings.xml, assuming default values",1318954851352
error,log,,,"Could not read settings.xml, assuming default values",1318954851353
error,log,,,"Could not read settings.xml, assuming default values",1318954851354
error,log,,,"Could not read settings.xml, assuming default values",1318954851355
error,log,,,"Could not read settings.xml, assuming default values",1318954851356
error,log,,,"Could not read settings.xml, assuming default values",1318954851357
error,log,,,"Could not read settings.xml, assuming default values",1318954851359
error,log,,,"Could not read settings.xml, assuming default values",1318954851359
error,log,,,"Could not read settings.xml, assuming default values",1318954851361
error,log,,,"Could not read settings.xml, assuming default values",1318954851362
error,log,,,"Could not read settings.xml, assuming default values",1318954851363
error,log,,,"Could not read settings.xml, assuming default values",1318954851364
error,log,,,"Could not read settings.xml, assuming default values",1318954851365
error,log,,,"Could not read settings.xml, assuming default values",1318954851366
error,log,,,"Could not read settings.xml, assuming default values",1318954851367
error,log,,,"Could not read settings.xml, assuming default values",1318954851368
error,log,,,"Could not read settings.xml, assuming default values",1318954851369
error,log,,,"Could not read settings.xml, assuming default values",1318954851371
error,log,,,"Could not read settings.xml, assuming default values",1318954851372
error,log,,,"Could not read settings.xml, assuming default values",1318954851373
error,log,,,"Could not read settings.xml, assuming default values",1318954851374
error,log,,,"Could not read settings.xml, assuming default values",1318954851375
error,log,,,"Could not read settings.xml, assuming default values",1318954851376
error,log,,,"Could not read settings.xml, assuming default values",1318954851378
error,log,,,"Could not read settings.xml, assuming default values",1318954851379
error,log,,,"Could not read settings.xml, assuming default values",1318954851380
error,log,,,"Could not read settings.xml, assuming default values",1318954851381
error,log,,,"Could not read settings.xml, assuming default values",1318954851382
error,log,,,"Could not read settings.xml, assuming default values",1318954851383
error,log,,,"Could not read settings.xml, assuming default values",1318954851384
error,log,,,"Could not read settings.xml, assuming default values",1318954851385
error,log,,,"Could not read settings.xml, assuming default values",1318954851386
error,log,,,"Could not read settings.xml, assuming default values",1318954851388
error,log,,,"Could not read settings.xml, assuming default values",1318954851389
error,log,,,"Could not read settings.xml, assuming default values",1318954851390
error,log,,,"Could not read settings.xml, assuming default values",1318954851391
error,log,,,"Could not read settings.xml, assuming default values",1318954851392
error,log,,,"Could not read settings.xml, assuming default values",1318954851394
error,log,,,"Could not read settings.xml, assuming default values",1318954851395
error,log,,,"Could not read settings.xml, assuming default values",1318954851396
error,log,,,"Could not read settings.xml, assuming default values",1318954851398
error,log,,,"Could not read settings.xml, assuming default values",1318954851400
error,log,,,"Could not read settings.xml, assuming default values",1318954851402
error,log,,,"Could not read settings.xml, assuming default values",1318954851403
error,log,,,"Could not read settings.xml, assuming default values",1318954851404
error,log,,,"Could not read settings.xml, assuming default values",1318954851406
error,log,,,"Could not read settings.xml, assuming default values",1318954851407
error,log,,,"Could not read settings.xml, assuming default values",1318954851408
error,log,,,"Could not read settings.xml, assuming default values",1318954851409
error,log,,,"Could not read settings.xml, assuming default values",1318954851411
error,log,,,"Could not read settings.xml, assuming default values",1318954851416
error,log,,,"Could not read settings.xml, assuming default values",1318954851417
error,log,,,"Could not read settings.xml, assuming default values",1318954851418
error,log,,,"Could not read settings.xml, assuming default values",1318954851419
error,log,,,"Could not read settings.xml, assuming default values",1318954851420
error,log,,,"Could not read settings.xml, assuming default values",1318954851421
error,log,,,"Could not read settings.xml, assuming default values",1318954851422
error,log,,,"Could not read settings.xml, assuming default values",1318954851424
error,log,,,"Could not read settings.xml, assuming default values",1318954851425
error,log,,,"Could not read settings.xml, assuming default values",1318954851426
error,log,,,"Could not read settings.xml, assuming default values",1318954851427
error,log,,,"Could not read settings.xml, assuming default values",1318954851428
error,log,,,"Could not read settings.xml, assuming default values",1318954851429
error,log,,,"Could not read settings.xml, assuming default values",1318954851430
error,log,,,"Could not read settings.xml, assuming default values",1318954851431
error,log,,,"Could not read settings.xml, assuming default values",1318954851432
error,log,,,"Could not read settings.xml, assuming default values",1318954851433
error,log,,,"Could not read settings.xml, assuming default values",1318954851434
error,log,,,"Could not read settings.xml, assuming default values",1318954851434
error,log,,,"Could not read settings.xml, assuming default values",1318954851435
error,log,,,"Could not read settings.xml, assuming default values",1318954851438
error,log,,,"Could not read settings.xml, assuming default values",1318954851439
error,log,,,"Could not read settings.xml, assuming default values",1318954851440
error,log,,,"Could not read settings.xml, assuming default values",1318954851441
error,log,,,"Could not read settings.xml, assuming default values",1318954851442
error,log,,,"Could not read settings.xml, assuming default values",1318954851442
error,log,,,"Could not read settings.xml, assuming default values",1318954851443
